"names","waves"
"ER3885","1994"
"ER6755","1995"
"ER9001","1996"
"ER11762","1997"
"ER15838","1999"
"ER19899","2001"
"ER23336","2003"
"ER27299","2005"
"ER40474","2007"
"ER46451","2009"
"ER51812","2011"
"ER57551","2013"
"ER64673","2015"
"ER70746","2017"
"ER76754","2019"
