"names","waves"
"ER16515D1","1999"
"ER20456D1","2001"
"ER24138D1","2003"
"ER28037D2","2005"
"ER41027D2","2007"
"ER46971D2","2009"
"ER52395D2","2011"
"ER58212D2","2013"
"ER65438","2015"
"ER71516","2017"
"ER77564","2019"
