"names","waves"
"ER3946","1994"
"ER6816","1995"
"ER9062","1996"
"ER11850","1997"
"ER15930","1999"
"ER19991","2001"
"ER23428","2003"
"ER27395","2005"
"ER40567","2007"
"ER46545","2009"
"ER51906","2011"
"ER57661","2013"
"ER64812","2015"
"ER70884","2017"
"ER76899","2019"
