"names","waves"
"V11939","1985"
"V13566","1986"
"V14613","1987"
"V16087","1988"
"V17484","1989"
"V18815","1990"
"V20115","1991"
"V21421","1992"
"V23277","1993"
"ER3945","1994"
"ER6815","1995"
"ER9061","1996"
"ER11849","1997"
"ER15929","1999"
"ER19990","2001"
"ER23427","2003"
"ER27394","2005"
"ER40566","2007"
"ER46544","2009"
"ER51905","2011"
"ER57660","2013"
"ER64811","2015"
"ER70883","2017"
"ER76898","2019"
