"names","waves"
"V12294","1985"
"V13501","1986"
"V14548","1987"
"V16022","1988"
"V17419","1989"
"V18750","1990"
"V20050","1991"
"V21356","1992"
"V23213","1993"
"ER3884","1994"
"ER6754","1995"
"ER9000","1996"
"ER11761","1997"
"ER15837","1999"
"ER19898","2001"
"ER23335","2003"
"ER27298","2005"
"ER40473","2007"
"ER46450","2009"
"ER51811","2011"
"ER57550","2013"
"ER64672","2015"
"ER70745","2017"
"ER76753","2019"
