"names","waves"
"V10694","1984"
"V17128","1989"
"ER15302","1999"
"ER19470","2001"
"ER22866","2003"
"ER26847","2005"
"ER37971","2007"
"ER43944","2009"
"ER49276","2011"
"ER55029","2013"
"ER62150","2015"
"ER68204","2017"
"ER74222","2019"
