"year","state","state_ur"
2017,"UT",3.15833333333333
2018,"UT",2.91666666666667
2019,"UT",2.54166666666667
2020,"UT",4.7
2021,"UT",2.9
1976,"VA",5.86666666666667
1977,"VA",5.45
1978,"VA",5.275
1979,"VA",4.725
1980,"VA",5.10833333333333
1981,"VA",5.94166666666667
1982,"VA",7.40833333333333
1983,"VA",6.35
1984,"VA",5.06666666666667
1985,"VA",5.40833333333333
1986,"VA",4.95
1987,"VA",4.18333333333333
1988,"VA",3.90833333333333
1989,"VA",3.89166666666667
1990,"VA",4.41666666666667
1991,"VA",5.80833333333333
1992,"VA",6.15833333333333
1993,"VA",5.2
1994,"VA",4.8
1995,"VA",4.45
1996,"VA",4.31666666666667
1997,"VA",3.7
1998,"VA",2.775
1999,"VA",2.7
2000,"VA",2.28333333333333
2001,"VA",3.28333333333333
2002,"VA",4.35833333333333
2003,"VA",4.34166666666667
2004,"VA",4.08333333333333
2005,"VA",3.825
2006,"VA",3.34166666666667
2007,"VA",3.28333333333333
2008,"VA",4.275
2009,"VA",6.83333333333333
2010,"VA",7.29166666666667
2011,"VA",6.54166666666667
2012,"VA",5.95
2013,"VA",5.55
2014,"VA",5.11666666666667
2015,"VA",4.36666666666667
2016,"VA",4
2017,"VA",3.66666666666667
2018,"VA",2.95
2019,"VA",2.66666666666667
2020,"VA",6.26666666666667
2021,"VA",4.96
1976,"VT",8.25833333333333
1977,"VT",7.00833333333333
1978,"VT",5.65833333333333
1979,"VT",4.98333333333333
1980,"VT",5.93333333333333
1981,"VT",5.85
1982,"VT",6.85
1983,"VT",6.54166666666667
1984,"VT",4.91666666666667
1985,"VT",4.58333333333333
1986,"VT",4.31666666666667
1987,"VT",3.76666666666667
1988,"VT",3.00833333333333
1989,"VT",3.625
1990,"VT",4.70833333333333
1991,"VT",5.95833333333333
1992,"VT",6.25
1993,"VT",5.20833333333333
1994,"VT",4.4
1995,"VT",4.16666666666667
1996,"VT",4.29166666666667
1997,"VT",3.94166666666667
1998,"VT",3.46666666666667
1999,"VT",3.075
2000,"VT",2.80833333333333
2001,"VT",3.29166666666667
2002,"VT",3.83333333333333
2003,"VT",4.38333333333333
2004,"VT",3.675
2005,"VT",3.45
2006,"VT",3.71666666666667
2007,"VT",3.94166666666667
2008,"VT",4.56666666666667
2009,"VT",6.16666666666667
2010,"VT",6.31666666666667
2011,"VT",5.56666666666667
2012,"VT",4.81666666666667
2013,"VT",4.41666666666667
2014,"VT",3.99166666666667
2015,"VT",3.53333333333333
2016,"VT",3.125
2017,"VT",3.01666666666667
2018,"VT",2.64166666666667
2019,"VT",2.30833333333333
2020,"VT",5.58333333333333
2021,"VT",2.92
1976,"WA",8.78333333333333
1977,"WA",8.375
1978,"WA",6.80833333333333
1979,"WA",6.79166666666667
1980,"WA",7.925
1981,"WA",9.325
1982,"WA",11.6333333333333
1983,"WA",11.2
1984,"WA",9.31666666666667
1985,"WA",8.24166666666667
1986,"WA",8.09166666666667
1987,"WA",7.3
1988,"WA",6.28333333333333
1989,"WA",5.91666666666667
1990,"WA",5.16666666666667
1991,"WA",6.09166666666667
1992,"WA",7.19166666666667
1993,"WA",7.275
1994,"WA",6.29166666666667
1995,"WA",6.225
1996,"WA",5.90833333333333
1997,"WA",4.94166666666667
1998,"WA",4.83333333333333
1999,"WA",4.825
2000,"WA",5.09166666666667
2001,"WA",6.00833333333333
2002,"WA",7.075
2003,"WA",7.23333333333333
2004,"WA",6.3
2005,"WA",5.59166666666667
2006,"WA",5
2007,"WA",4.6
2008,"WA",5.29166666666667
2009,"WA",8.26666666666667
2010,"WA",9.13333333333333
2011,"WA",8.525
2012,"WA",7.64166666666667
2013,"WA",6.63333333333333
2014,"WA",5.925
2015,"WA",5.43333333333333
2016,"WA",5.225
2017,"WA",4.625
2018,"WA",4.38333333333333
2019,"WA",4.15833333333333
2020,"WA",8.40833333333333
2021,"WA",5.56
1976,"WV",7.225
1977,"WV",6.91666666666667
1978,"WV",6.34166666666667
1979,"WV",7.325
1980,"WV",10.1333333333333
1981,"WV",10.5916666666667
1982,"WV",14.0416666666667
1983,"WV",17.2333333333333
1984,"WV",14.0916666666667
1985,"WV",13.15
1986,"WV",12.0583333333333
1987,"WV",10.975
1988,"WV",9.94166666666667
1989,"WV",8.73333333333333
1990,"WV",8.625
1991,"WV",10.65
1992,"WV",11.2333333333333
1993,"WV",10.3083333333333
1994,"WV",8.81666666666667
1995,"WV",7.96666666666667
1996,"WV",7.65
1997,"WV",6.98333333333333
1998,"WV",6.68333333333333
1999,"WV",6.45
2000,"WV",5.575
2001,"WV",5.39166666666667
2002,"WV",6.45833333333333
2003,"WV",6.56666666666667
2004,"WV",5.76666666666667
2005,"WV",5.425
2006,"WV",5.2
2007,"WV",4.825
2008,"WV",4.75
2009,"WV",8.3
2010,"WV",8.63333333333333
2011,"WV",7.825
2012,"WV",7.25833333333333
2013,"WV",6.71666666666667
2014,"WV",6.5
2015,"WV",6.58333333333333
2016,"WV",6.09166666666667
2017,"WV",5.225
2018,"WV",5.2
2019,"WV",4.9
2020,"WV",8.35833333333333
2021,"WV",5.98
1976,"WY",3.85833333333333
1977,"WY",3.24166666666667
1978,"WY",2.85833333333333
1979,"WY",2.53333333333333
1980,"WY",3.825
1981,"WY",4.15
1982,"WY",5.96666666666667
1983,"WY",7.95833333333333
1984,"WY",6.30833333333333
1985,"WY",7.01666666666667
1986,"WY",8.60833333333333
1987,"WY",8.03333333333333
1988,"WY",6.43333333333333
1989,"WY",6.075
1990,"WY",5.125
1991,"WY",4.96666666666667
1992,"WY",5.41666666666667
1993,"WY",5.325
1994,"WY",4.88333333333333
1995,"WY",4.78333333333333
1996,"WY",5
1997,"WY",4.78333333333333
1998,"WY",4.79166666666667
1999,"WY",4.70833333333333
2000,"WY",3.75
2001,"WY",3.81666666666667
2002,"WY",4.00833333333333
2003,"WY",4.325
2004,"WY",3.84166666666667
2005,"WY",3.54166666666667
2006,"WY",3.00833333333333
2007,"WY",2.69166666666667
2008,"WY",2.93333333333333
2009,"WY",6.25833333333333
2010,"WY",6.94166666666667
2011,"WY",6.13333333333333
2012,"WY",5.5
2013,"WY",4.73333333333333
2014,"WY",4.34166666666667
2015,"WY",4.20833333333333
2016,"WY",5.33333333333333
2017,"WY",4.30833333333333
2018,"WY",4.025
2019,"WY",3.73333333333333
2020,"WY",5.85833333333333
2021,"WY",5.3
