"Year","state","fmhpi"
1982,"AR",56.9075332374167
1983,"AR",62.9743393880833
1984,"AR",64.0526957736667
1985,"AR",65.6786521920833
1986,"AR",67.5401957055833
1987,"AR",68.7025635826667
1988,"AR",68.69434430925
1989,"AR",69.2110093993333
1990,"AR",70.4029751691667
1991,"AR",71.25944472975
1992,"AR",73.8426128595833
1993,"AR",77.2961971175833
1994,"AR",82.17167939125
1995,"AR",85.87936319575
1996,"AR",88.3938256729167
1997,"AR",90.4486016291667
1998,"AR",92.08209349
1999,"AR",95.3732988286667
2000,"AR",98.573663087
2001,"AR",101.882586184167
2002,"AR",105.587233049167
2003,"AR",110.66032836
2004,"AR",117.201329413333
2005,"AR",125.016220426667
2006,"AR",131.2891845775
2007,"AR",133.9466621875
2008,"AR",130.656092036667
2009,"AR",127.028394845
2010,"AR",124.155365584167
2011,"AR",122.152335706667
2012,"AR",124.643432008333
2013,"AR",128.502371009167
2014,"AR",130.114853489167
2015,"AR",133.377968145833
2016,"AR",136.658221436667
2017,"AR",142.169611314167
2018,"AR",147.868464228333
2019,"AR",153.93451019
