"Year","state","fmhpi"
1991,"ME",78.9304572576667
1992,"ME",77.6423833288333
1993,"ME",75.1488126211667
1994,"ME",74.96498104225
1995,"ME",75.28227942275
1996,"ME",77.310737181
1997,"ME",79.1906614650833
1998,"ME",82.9069305859167
1999,"ME",88.2582075405833
2000,"ME",96.091455364
2001,"ME",105.3007362775
2002,"ME",117.5560214625
2003,"ME",130.644962504167
2004,"ME",145.8540705575
2005,"ME",158.734720681667
2006,"ME",162.532129095
2007,"ME",160.8492582425
2008,"ME",155.655204573333
2009,"ME",148.581816515833
2010,"ME",145.481221440833
2011,"ME",143.0638025725
2012,"ME",142.275483809167
2013,"ME",145.881569493333
2014,"ME",149.0463757975
2015,"ME",153.877805515833
2016,"ME",160.531963838333
2017,"ME",169.324762660833
2018,"ME",179.601850886667
2019,"ME",189.723742330833
2020,"ME",207.146095193333
2021,"ME",246.528638343333
1975,"MI",25.0590227064167
1976,"MI",25.6601231839167
1977,"MI",27.6810021740833
1978,"MI",31.6841443260833
1979,"MI",36.6000814864167
1980,"MI",38.3756006948333
1981,"MI",39.4228259764167
1982,"MI",37.0113736426667
1983,"MI",37.5334842868333
1984,"MI",38.1767345315833
1985,"MI",39.622999378
1986,"MI",42.7095778723333
1987,"MI",46.8892280879167
1988,"MI",50.2620478059167
1989,"MI",53.7516380405
1990,"MI",56.72652546925
1991,"MI",58.45976521575
1992,"MI",60.6049301005
1993,"MI",63.963451383
1994,"MI",65.8019466805
1995,"MI",70.3371126890833
1996,"MI",75.8178930455
1997,"MI",80.9272307105
1998,"MI",85.8457511375
1999,"MI",91.5015170015
2000,"MI",97.9476249555833
2001,"MI",101.913177849167
2002,"MI",106.267875359167
2003,"MI",109.284975533333
2004,"MI",112.391211491667
2005,"MI",113.897312805833
2006,"MI",110.873617485833
2007,"MI",102.064602720667
2008,"MI",87.54344382975
2009,"MI",76.7636048349167
2010,"MI",75.1176512633333
2011,"MI",73.66001235675
2012,"MI",77.6607352443333
2013,"MI",87.1263316996667
2014,"MI",94.5588134475
2015,"MI",100.060283864417
2016,"MI",105.92743506
2017,"MI",113.882542398333
2018,"MI",121.850239990833
2019,"MI",127.671655943333
2020,"MI",136.569558838333
2021,"MI",155.237898991111
1975,"MN",26.5832367946667
1976,"MN",27.9110073185
1977,"MN",30.944461337
1978,"MN",35.8749032460833
1979,"MN",40.5461958518333
1980,"MN",43.6713219703333
1981,"MN",45.0063777449167
1982,"MN",46.0166551415833
1983,"MN",47.0938950129167
1984,"MN",47.81352715225
1985,"MN",48.389592677
1986,"MN",50.0771713403333
1987,"MN",52.4529180375833
1988,"MN",54.0846278091667
1989,"MN",55.8397024535
1990,"MN",57.0468047436667
1991,"MN",57.9553480405
1992,"MN",59.8473967145
1993,"MN",62.454702318
1994,"MN",65.1872586036667
1995,"MN",67.7001164421667
1996,"MN",70.9623963788333
1997,"MN",74.0186550726667
1998,"MN",78.39108605625
1999,"MN",86.0079042965833
2000,"MN",95.5972327915
2001,"MN",105.1581088225
2002,"MN",115.297862706667
2003,"MN",124.611446161667
2004,"MN",133.740026005
2005,"MN",141.290260684167
2006,"MN",143.803717741667
2007,"MN",140.192200123333
2008,"MN",128.342840703333
2009,"MN",118.315862331667
2010,"MN",115.555509894167
2011,"MN",108.233215929167
2012,"MN",111.3417275675
2013,"MN",121.2076917875
2014,"MN",127.575138778333
2015,"MN",132.552600105833
2016,"MN",139.291652229167
2017,"MN",147.784652435833
2018,"MN",156.219641978333
2019,"MN",162.902114711667
2020,"MN",174.434133210833
2021,"MN",194.567628898889
1975,"MO",32.3068085614167
1976,"MO",33.6124152235
1977,"MO",36.7579556216667
1978,"MO",41.7023316890833
1979,"MO",47.00843071475
1980,"MO",50.9415615404167
1981,"MO",49.7645993791667
1982,"MO",49.7313111358333
1983,"MO",52.252960645
1984,"MO",54.4837976716667
1985,"MO",57.5473264438333
1986,"MO",60.1614163294167
1987,"MO",63.49245096075
1988,"MO",65.1340551831667
1989,"MO",66.41030772475
1990,"MO",67.2152087403333
1991,"MO",67.8263277673333
1992,"MO",69.2967616845
1993,"MO",71.6693997684167
1994,"MO",74.9862990015
1995,"MO",77.9509286043333
1996,"MO",81.031698201
1997,"MO",84.03289023575
1998,"MO",87.5476551279167
1999,"MO",92.5779089836667
2000,"MO",97.8919241378333
2001,"MO",103.171444144167
2002,"MO",108.809985404167
2003,"MO",115.262845119167
2004,"MO",121.735073285
2005,"MO",128.073285755
2006,"MO",132.984699394167
2007,"MO",132.653694808333
2008,"MO",126.211715071667
2009,"MO",121.0017260175
2010,"MO",117.422074396667
2011,"MO",111.517158811667
2012,"MO",112.223974689167
2013,"MO",117.721002263333
2014,"MO",122.349231023333
2015,"MO",127.851128846667
2016,"MO",134.365276358333
2017,"MO",141.204323911667
2018,"MO",149.1828251925
2019,"MO",156.133652215
2020,"MO",168.59827982
2021,"MO",190.165803428889
1975,"MS",41.2743061460833
1976,"MS",41.4103614029167
1977,"MS",43.7272470471667
1978,"MS",48.8878108125833
1979,"MS",53.6127722875
1980,"MS",54.0806114243333
1981,"MS",55.8312923011667
1982,"MS",56.0069183705
1983,"MS",61.2185145320833
1984,"MS",61.7920979918333
1985,"MS",65.52317364
1986,"MS",66.6912412165
1987,"MS",67.1411259455833
1988,"MS",67.13154455025
1989,"MS",67.628117783
1990,"MS",68.31454511025
1991,"MS",69.773217899
1992,"MS",71.9226827674167
1993,"MS",73.9025444816667
1994,"MS",78.4117795234167
1995,"MS",81.8124702443333
1996,"MS",85.2721007359167
1997,"MS",88.0388092939167
1998,"MS",91.746597981
1999,"MS",95.88506659525
2000,"MS",99.34878698625
2001,"MS",101.362524296667
2002,"MS",103.861800885833
2003,"MS",107.369457274167
2004,"MS",111.692688150833
2005,"MS",118.974788375
2006,"MS",129.574893418333
2007,"MS",134.426137974167
2008,"MS",131.423300275
2009,"MS",126.0522887825
2010,"MS",121.674504634167
2011,"MS",119.385581304167
2012,"MS",119.220796289167
2013,"MS",122.6117041075
2014,"MS",125.0110464125
2015,"MS",127.743242305833
2016,"MS",131.26841054
2017,"MS",134.584493644167
2018,"MS",139.3119835825
2019,"MS",144.022152179167
2020,"MS",150.981472991667
2021,"MS",166.010955262222
1975,"MT",27.9773795290833
1976,"MT",31.0171006473333
1977,"MT",35.954310043
1978,"MT",42.5504128610833
1979,"MT",45.339051983
1980,"MT",48.12683206725
1981,"MT",50.3409985150833
1982,"MT",47.6101694326667
1983,"MT",50.2971349740833
1984,"MT",51.4632915896667
1985,"MT",52.1748556369167
1986,"MT",53.3258096979167
1987,"MT",51.97581771425
1988,"MT",51.288421284
1989,"MT",52.9222693481667
1990,"MT",55.67616064275
1991,"MT",58.6956485329167
1992,"MT",64.3106552493333
1993,"MT",71.7022772971667
1994,"MT",79.3343146189167
1995,"MT",83.34112804725
1996,"MT",86.9044889898333
1997,"MT",88.32243536825
1998,"MT",90.6134058111667
1999,"MT",93.683012522
2000,"MT",97.96947340025
2001,"MT",101.978880909167
2002,"MT",107.513521016667
2003,"MT",116.152796540833
2004,"MT",127.123733120833
2005,"MT",142.001594800833
2006,"MT",157.950596020833
2007,"MT",167.111553268333
2008,"MT",166.383393584167
2009,"MT",159.333681841667
2010,"MT",153.501948408333
2011,"MT",148.08241853
2012,"MT",150.569087073333
2013,"MT",159.240246298333
2014,"MT",168.0301539625
2015,"MT",174.847151008333
2016,"MT",182.5890517125
2017,"MT",193.353894516667
2018,"MT",206.391463515833
2019,"MT",215.928924170833
2020,"MT",235.9602809125
2021,"MT",287.14693025
1975,"NC",28.9923811750833
1976,"NC",30.0068265865
1977,"NC",31.8433780760833
1978,"NC",35.0516945745
1979,"NC",38.72578008875
1980,"NC",41.4315524549167
1981,"NC",42.9171144129167
1982,"NC",45.1087459695833
1983,"NC",46.8764967613333
1984,"NC",50.1920233279167
1985,"NC",53.90249611425
1986,"NC",57.2889574903333
1987,"NC",60.631705753
1988,"NC",63.3029809155833
1989,"NC",65.6116849105833
1990,"NC",67.073444383
1991,"NC",68.2333878601667
1992,"NC",69.8626306449167
1993,"NC",71.7319261428333
1994,"NC",75.1660538953333
1995,"NC",78.7430550598333
1996,"NC",82.5057857395
1997,"NC",86.5383081781667
1998,"NC",90.1189111616667
1999,"NC",94.18601550875
2000,"NC",98.4720650205
2001,"NC",101.199234325833
2002,"NC",104.133469133333
2003,"NC",106.921177984167
2004,"NC",111.66560463
2005,"NC",119.279295335833
2006,"NC",128.049525010833
2007,"NC",133.4731641625
2008,"NC",131.611091763333
2009,"NC",125.5815155775
2010,"NC",119.664749025833
2011,"NC",114.7761247675
2012,"NC",114.865231113333
2013,"NC",119.985374205833
2014,"NC",123.837645310833
2015,"NC",129.970442633333
2016,"NC",136.991640765
2017,"NC",145.578756701667
2018,"NC",155.459262968333
2019,"NC",164.121115676667
2020,"NC",177.326625373333
2021,"NC",206.428053317778
1975,"ND",41.5260393329167
1976,"ND",46.46210615025
1977,"ND",50.8248252105
1978,"ND",56.3759814726667
1979,"ND",59.0558812696667
1980,"ND",61.0863193896667
1981,"ND",59.54108880075
1982,"ND",54.73039218075
1983,"ND",63.55914652725
1984,"ND",68.9448371670833
1985,"ND",69.7113323308333
1986,"ND",69.331446293
1987,"ND",68.7304393499167
1988,"ND",66.61320580425
1989,"ND",68.1083390051667
1990,"ND",69.3762250358333
1991,"ND",70.81522333475
1992,"ND",73.7494299859167
1993,"ND",78.345664836
1994,"ND",82.8525632046667
1995,"ND",86.4752899071667
1996,"ND",89.1897865040833
1997,"ND",91.1085611800833
1998,"ND",94.6027910045
1999,"ND",96.9368697388333
2000,"ND",99.2195969469167
2001,"ND",102.199933253333
2002,"ND",107.5326445375
2003,"ND",113.852679338333
2004,"ND",121.423785985
2005,"ND",130.754113863333
2006,"ND",139.412523623333
2007,"ND",145.091960265833
2008,"ND",148.501289353333
2009,"ND",150.966111725833
2010,"ND",155.227500215
2011,"ND",161.024274589167
2012,"ND",172.962475979167
2013,"ND",187.211892761667
2014,"ND",200.182342704167
2015,"ND",208.8777487275
2016,"ND",213.082980745833
2017,"ND",215.920952136667
2018,"ND",219.0249326625
2019,"ND",223.484399558333
2020,"ND",229.02389578
2021,"ND",246.447730931111
1975,"NE",31.2069044055833
1976,"NE",34.1415655585
1977,"NE",37.2707659518333
1978,"NE",42.0265730121667
1979,"NE",46.974482139
1980,"NE",50.38327503025
1981,"NE",51.4077566100833
1982,"NE",53.4275225874167
1983,"NE",54.8699761839167
1984,"NE",56.116835889
1985,"NE",56.0158690379167
1986,"NE",56.6570948969167
1987,"NE",56.75589716025
1988,"NE",57.00279510825
1989,"NE",58.7762734795
1990,"NE",61.4304351148333
1991,"NE",63.4782137404167
1992,"NE",67.9363376255833
1993,"NE",72.0178933905833
1994,"NE",75.8565147963333
1995,"NE",79.1851102555833
1996,"NE",83.4030812810833
1997,"NE",87.9298128158333
1998,"NE",91.91939010925
1999,"NE",95.9429954370833
2000,"NE",99.37558183525
2001,"NE",101.710766840833
2002,"NE",105.166204080833
2003,"NE",108.94981902
2004,"NE",113.1124793475
2005,"NE",117.003667876667
2006,"NE",119.294310825833
2007,"NE",119.603748275833
2008,"NE",117.1588090975
2009,"NE",116.1284257325
2010,"NE",115.704043071667
2011,"NE",114.7479539575
2012,"NE",117.388596254167
2013,"NE",121.993713184167
2014,"NE",126.634449974167
2015,"NE",132.101166008333
2016,"NE",137.69231241
2017,"NE",146.334347525833
2018,"NE",154.31944738
2019,"NE",162.134397645833
2020,"NE",173.596231265
2021,"NE",195.155352161111
1975,"NH",24.4716948151667
1976,"NH",25.4823039943333
1977,"NH",27.11170200375
1978,"NH",30.56709573175
1979,"NH",34.604676556
1980,"NH",36.7312084364167
1981,"NH",36.8572224830833
1982,"NH",38.8080463416667
1983,"NH",40.7624306053333
1984,"NH",46.175799602
1985,"NH",54.9069697974167
1986,"NH",68.36320245925
1987,"NH",79.5287766121667
1988,"NH",82.80543084425
1989,"NH",82.5049853910833
1990,"NH",78.0764362931667
1991,"NH",70.14696737225
1992,"NH",66.5128421561667
1993,"NH",64.21109755325
1994,"NH",64.6791862435
1995,"NH",65.5452089088333
1996,"NH",67.6000269914167
1997,"NH",70.32244186075
1998,"NH",75.82646746825
1999,"NH",83.0232366323333
2000,"NH",94.04300094325
2001,"NH",106.736879248333
2002,"NH",120.107152465
2003,"NH",133.887343820833
2004,"NH",147.1217338225
2005,"NH",158.1157207275
2006,"NH",159.292467038333
2007,"NH",152.999812483333
2008,"NH",142.768294886667
2009,"NH",134.2555078975
2010,"NH",131.0781982025
2011,"NH",125.737940775833
2012,"NH",124.620349485833
2013,"NH",129.690732831667
2014,"NH",135.231690503333
2015,"NH",141.096249849167
2016,"NH",147.0002413225
2017,"NH",156.108314529167
2018,"NH",165.3853502225
2019,"NH",173.9476498325
2020,"NH",189.3226601075
2021,"NH",222.0339529
1975,"NJ",22.3910319308333
1976,"NJ",23.3784312455
1977,"NJ",24.8082005621667
1978,"NJ",27.30921906375
1979,"NJ",30.57155887025
1980,"NJ",34.7334069611667
1981,"NJ",36.77588491725
1982,"NJ",37.9131465063333
1983,"NJ",39.8909655119167
1984,"NJ",44.3887639029167
1985,"NJ",51.0008190441667
1986,"NJ",61.9696654169167
1987,"NJ",76.1205949045833
1988,"NJ",82.5541995226667
1989,"NJ",82.6222046615833
1990,"NJ",79.5785944383333
1991,"NJ",75.9476224591667
1992,"NJ",76.3086641845833
1993,"NJ",75.9799296761667
1994,"NJ",76.1952507591667
1995,"NJ",76.1172576676667
1996,"NJ",76.6970609795
1997,"NJ",77.9968202749167
1998,"NJ",81.14700202325
1999,"NJ",86.9249137718333
2000,"NJ",95.45475145775
2001,"NJ",105.905918028333
2002,"NJ",120.970313473333
2003,"NJ",137.5877064075
2004,"NJ",156.239663543333
2005,"NJ",177.451614324167
2006,"NJ",186.43936576
2007,"NJ",183.003087665
2008,"NJ",172.024449564167
2009,"NJ",159.830604358333
2010,"NJ",155.958740286667
2011,"NJ",148.048564471667
2012,"NJ",143.7398293075
2013,"NJ",147.772452691667
2014,"NJ",151.411885248333
2015,"NJ",153.943709816667
2016,"NJ",156.731966691667
2017,"NJ",162.735333325833
2018,"NJ",169.249404301667
2019,"NJ",173.961900425833
2020,"NJ",185.999901285833
2021,"NJ",211.828465443333
1975,"NM",29.3018353814167
1976,"NM",31.1600692343333
1977,"NM",35.91416406075
1978,"NM",40.9957073553333
1979,"NM",47.1865616945
1980,"NM",51.71520454025
1981,"NM",54.3128213280833
1982,"NM",57.7377706923333
1983,"NM",59.5225359754167
1984,"NM",61.969860003
1985,"NM",64.18521764825
1986,"NM",66.4574528145833
1987,"NM",67.0442864814167
1988,"NM",66.6880291858333
1989,"NM",67.82242063575
1990,"NM",68.7391921035
1991,"NM",70.2217041235
1992,"NM",73.9247865550833
1993,"NM",78.8406548019167
1994,"NM",86.7756330740833
1995,"NM",91.9587296691667
1996,"NM",93.7610694115833
1997,"NM",94.7846526488333
1998,"NM",95.9883245265833
1999,"NM",97.9770770884167
2000,"NM",99.86173119275
2001,"NM",101.7182901525
2002,"NM",106.724688121667
2003,"NM",113.240851828333
2004,"NM",122.437070108333
2005,"NM",136.809429795833
2006,"NM",154.726608673333
2007,"NM",160.81037943
2008,"NM",155.506018014167
2009,"NM",146.8858409625
2010,"NM",141.978848015833
2011,"NM",134.862246863333
2012,"NM",133.853648086667
2013,"NM",136.677317195833
2014,"NM",138.5972469675
2015,"NM",141.364555226667
2016,"NM",145.759717459167
2017,"NM",151.770186448333
2018,"NM",158.617825571667
2019,"NM",166.4313553375
2020,"NM",180.249672525833
2021,"NM",204.072926375556
1975,"NV",29.1519868970833
1976,"NV",31.61449396975
1977,"NV",35.31553923025
1978,"NV",42.422601803
1979,"NV",50.32586861575
1980,"NV",55.1930369161667
1981,"NV",59.9851263560833
1982,"NV",62.62066835175
1983,"NV",62.1902646040833
1984,"NV",61.1482812944167
1985,"NV",61.2341298965833
1986,"NV",63.2478766995833
1987,"NV",64.92437451
1988,"NV",66.6376583886667
1989,"NV",69.5598936603333
1990,"NV",75.0848173846667
1991,"NV",78.62751428375
1992,"NV",80.28781250825
1993,"NV",81.1518976643333
1994,"NV",84.1363969006667
1995,"NV",86.4326579566667
1996,"NV",88.4856737999167
1997,"NV",90.05886506025
1998,"NV",91.42082651075
1999,"NV",93.9998233041667
2000,"NV",98.0049474036667
2001,"NV",103.649561959167
2002,"NV",111.044362360833
2003,"NV",123.840912080833
2004,"NV",162.988815388333
2005,"NV",197.894776204167
2006,"NV",207.963181295
2007,"NV",192.085056201667
2008,"NV",144.788422884167
2009,"NV",104.705769538167
2010,"NV",97.1187542275
2011,"NV",87.471134134
2012,"NV",90.7133847330833
2013,"NV",113.764665033333
2014,"NV",129.414991604167
2015,"NV",141.950394429167
2016,"NV",154.614088200833
2017,"NV",170.393456629167
2018,"NV",192.981865774167
2019,"NV",203.071687628333
2020,"NV",215.986472179167
2021,"NV",252.896630104444
1975,"NY",23.5921091419167
1976,"NY",23.6749778315833
1977,"NY",24.5003132261667
1978,"NY",25.9615244405833
1979,"NY",27.78001425
1980,"NY",30.0270681108333
1981,"NY",32.98119269925
1982,"NY",34.8212745225
1983,"NY",39.19226663125
1984,"NY",45.782036803
1985,"NY",53.5450123671667
1986,"NY",63.4515240795833
1987,"NY",73.9439990675
1988,"NY",79.8043651020833
1989,"NY",81.4874179156667
1990,"NY",80.3671176000833
1991,"NY",78.1310864843333
1992,"NY",78.3198424463333
1993,"NY",77.31969611925
1994,"NY",77.1061707781667
1995,"NY",76.50314913925
1996,"NY",77.1589744335
1997,"NY",78.3493734495833
1998,"NY",81.47706452125
1999,"NY",87.97830412725
2000,"NY",96.2418318180833
2001,"NY",105.1080080375
2002,"NY",117.389314174167
2003,"NY",131.33179197
2004,"NY",146.03338706
2005,"NY",160.378651874167
2006,"NY",167.5261237075
2007,"NY",166.951942468333
2008,"NY",161.461539785833
2009,"NY",153.677878671667
2010,"NY",152.375290538333
2011,"NY",148.195269406667
2012,"NY",146.423976566667
2013,"NY",150.091739775833
2014,"NY",154.128857090833
2015,"NY",158.025990095
2016,"NY",163.991415995833
2017,"NY",173.324866130833
2018,"NY",183.328536479167
2019,"NY",189.58414551
2020,"NY",200.923006295833
2021,"NY",224.247144412222
1975,"OH",30.9369859650833
1976,"OH",33.0306533684167
1977,"OH",36.2213268545833
1978,"OH",40.80731757425
1979,"OH",44.91589941175
1980,"OH",46.65674123275
1981,"OH",47.38397212875
1982,"OH",46.2680520614167
1983,"OH",48.6301049995
1984,"OH",49.4132089084167
1985,"OH",50.1825490094167
1986,"OH",52.8174449561667
1987,"OH",56.1656828211667
1988,"OH",59.59398591325
1989,"OH",62.7338443648333
1990,"OH",65.7391070566667
1991,"OH",68.0682420590833
1992,"OH",71.16685210875
1993,"OH",74.4778248708333
1994,"OH",77.887754135
1995,"OH",81.2005892946667
1996,"OH",84.8498808645833
1997,"OH",87.64787483725
1998,"OH",90.6735635584167
1999,"OH",94.6382646898333
2000,"OH",98.8583239763333
2001,"OH",101.464936510833
2002,"OH",104.900905945
2003,"OH",107.998586728333
2004,"OH",111.274772295833
2005,"OH",113.761904933333
2006,"OH",114.400544325
2007,"OH",111.549874189167
2008,"OH",105.294839085833
2009,"OH",101.0974179225
2010,"OH",99.3491726123333
2011,"OH",95.2420638436667
2012,"OH",96.1505313865833
2013,"OH",99.8330695155833
2014,"OH",104.370886078333
2015,"OH",108.052982065833
2016,"OH",113.259759016667
2017,"OH",119.608719285
2018,"OH",126.6901175525
2019,"OH",133.240745779167
2020,"OH",145.071424163333
2021,"OH",164.054473072222
1975,"OK",38.1888048485833
1976,"OK",41.1015515501667
1977,"OK",45.3233005804167
1978,"OK",53.9232810209167
1979,"OK",62.2783399719167
1980,"OK",68.59560718325
1981,"OK",72.7664466556667
1982,"OK",79.545857042
1983,"OK",82.8739373705
1984,"OK",81.2315118591667
1985,"OK",78.1380652403333
1986,"OK",75.50970033875
1987,"OK",69.5792228835833
1988,"OK",64.9489903680833
1989,"OK",65.7373424793333
1990,"OK",66.7313860068333
1991,"OK",68.8675281628333
1992,"OK",71.5208475124167
1993,"OK",74.77836373325
1994,"OK",78.6496468905833
1995,"OK",80.94821278425
1996,"OK",84.3662141
1997,"OK",86.68721333475
1998,"OK",90.2514185983333
1999,"OK",94.6532987089167
2000,"OK",98.5679273079167
2001,"OK",101.876301939167
2002,"OK",106.014261396667
2003,"OK",109.8706104225
2004,"OK",114.025217969167
2005,"OK",120.0597514
2006,"OK",126.270009724167
2007,"OK",130.745667488333
2008,"OK",130.799340390833
2009,"OK",130.535628795833
2010,"OK",130.475063265833
2011,"OK",127.940626645
2012,"OK",130.41355098
2013,"OK",135.134051124167
2014,"OK",139.832778948333
2015,"OK",145.315308866667
2016,"OK",147.971697088333
2017,"OK",153.620661201667
2018,"OK",158.842080534167
2019,"OK",164.225576988333
2020,"OK",174.909510645833
2021,"OK",195.204017456667
1975,"OR",21.5462141295833
1976,"OR",24.5452140899167
1977,"OR",29.2962788895
1978,"OR",35.0847051418333
1979,"OR",39.7370449299167
1980,"OR",42.1218169818333
1981,"OR",40.1630383899167
1982,"OR",40.456100593
1983,"OR",41.0490452395
1984,"OR",39.9155805129167
1985,"OR",39.7563675986667
1986,"OR",38.9915986474167
1987,"OR",39.6362415320833
1988,"OR",40.7143524326667
1989,"OR",44.13600200975
1990,"OR",50.7739098179167
1991,"OR",55.4949245673333
1992,"OR",60.5849237006667
1993,"OR",65.8992381520833
1994,"OR",73.0213349175
1995,"OR",79.0535100239167
1996,"OR",84.57045445775
1997,"OR",89.35449908725
1998,"OR",92.46980797425
1999,"OR",95.72239061975
2000,"OR",99.0168813305833
2001,"OR",102.504017538333
2002,"OR",108.1309073975
2003,"OR",115.179576878333
2004,"OR",126.448098824167
2005,"OR",147.760488879167
2006,"OR",170.684501726667
2007,"OR",176.74289811
2008,"OR",165.530006959167
2009,"OR",148.2687955625
2010,"OR",139.005053705833
2011,"OR",129.226412031667
2012,"OR",131.5857127925
2013,"OR",146.821615158333
2014,"OR",158.720783195833
2015,"OR",172.401696759167
2016,"OR",190.837483109167
2017,"OR",206.646134006667
2018,"OR",219.772108395833
2019,"OR",228.4339843275
2020,"OR",245.4635428675
2021,"OR",285.108752153333
1975,"PA",29.6966916089167
1976,"PA",31.6085762599167
1977,"PA",33.8737926701667
1978,"PA",37.4034591553333
1979,"PA",40.9424322973333
1980,"PA",43.62108262475
1981,"PA",45.1379912476667
1982,"PA",45.3881316405
1983,"PA",47.90096079275
1984,"PA",50.6021006144167
1985,"PA",53.35576409975
1986,"PA",58.4830637229167
1987,"PA",66.5711025801667
1988,"PA",74.4633279164167
1989,"PA",79.6940143918333
1990,"PA",82.2538275300833
1991,"PA",82.938406333
1992,"PA",84.3789275604167
1993,"PA",85.0106024025833
1994,"PA",85.7642161700833
1995,"PA",85.8613899309167
1996,"PA",86.8884254570833
1997,"PA",88.03551904
1998,"PA",89.8493960951667
1999,"PA",93.4389614551667
2000,"PA",98.082669767
2001,"PA",103.3780278375
2002,"PA",111.5844652675
2003,"PA",121.788154008333
2004,"PA",134.08940025
2005,"PA",147.7093800875
2006,"PA",156.703903345833
2007,"PA",159.369187885
2008,"PA",155.809707441667
2009,"PA",150.558334955
2010,"PA",149.1884749675
2011,"PA",144.398551245833
2012,"PA",143.491451046667
2013,"PA",147.431482048333
2014,"PA",150.5350522875
2015,"PA",153.304978825
2016,"PA",157.911738081667
2017,"PA",164.665993409167
2018,"PA",172.578853075833
2019,"PA",179.895967455
2020,"PA",192.9952251475
2021,"PA",216.969477616667
1975,"RI",22.02725912475
1976,"RI",23.52065742225
1977,"RI",25.6149514131667
1978,"RI",28.5085919183333
1979,"RI",32.5869256200833
1980,"RI",34.4173062521667
1981,"RI",34.2170678104167
1982,"RI",34.6363863561667
1983,"RI",38.7515729283333
1984,"RI",41.538918367
1985,"RI",47.02057551675
1986,"RI",57.8716770548333
1987,"RI",76.8381614489167
1988,"RI",86.58959731875
1989,"RI",89.29358974275
1990,"RI",88.8316383658333
1991,"RI",83.7570804054167
1992,"RI",81.2763961538333
1993,"RI",78.93776236
1994,"RI",77.5949176530833
1995,"RI",77.1283419365833
1996,"RI",77.00851109125
1997,"RI",77.71494090325
1998,"RI",80.0033302303333
1999,"RI",85.1796624015833
2000,"RI",95.1157474595
2001,"RI",107.273049565
2002,"RI",126.492014450833
2003,"RI",149.107881279167
2004,"RI",173.814962465
2005,"RI",191.491895264167
2006,"RI",193.078322470833
2007,"RI",184.421806481667
2008,"RI",164.443955503333
2009,"RI",150.375318374167
2010,"RI",147.597728618333
2011,"RI",140.231031133333
2012,"RI",136.867555508333
2013,"RI",141.400412518333
2014,"RI",147.113759253333
2015,"RI",153.068855815833
2016,"RI",161.564174950833
2017,"RI",171.5679382825
2018,"RI",183.271158698333
2019,"RI",190.362174086667
2020,"RI",207.411127513333
2021,"RI",240.498974352222
1975,"SC",31.53040708125
1976,"SC",32.0814133615833
1977,"SC",34.1380632544167
1978,"SC",37.3192081253333
1979,"SC",40.8911869931667
1980,"SC",44.5939391230833
1981,"SC",48.5403683391667
1982,"SC",49.2088546794167
1983,"SC",51.6621253791667
1984,"SC",53.5105966809167
1985,"SC",55.650445373
1986,"SC",58.2011541668333
1987,"SC",60.7015908645
1988,"SC",63.0807861423333
1989,"SC",65.5860558000833
1990,"SC",67.8720947468333
1991,"SC",69.2054756256667
1992,"SC",70.8759087998333
1993,"SC",71.93582951525
1994,"SC",74.4628427279167
1995,"SC",76.97180426875
1996,"SC",80.2985346185
1997,"SC",83.7291248500833
1998,"SC",88.0456317639167
1999,"SC",93.5084635188333
2000,"SC",98.5529399889167
2001,"SC",101.629376421667
2002,"SC",105.192322580833
2003,"SC",108.427849690833
2004,"SC",114.316723438333
2005,"SC",123.286119539167
2006,"SC",133.4017195875
2007,"SC",137.447553669167
2008,"SC",134.3044428525
2009,"SC",126.9439056525
2010,"SC",121.032052763333
2011,"SC",115.7504759125
2012,"SC",115.859473529167
2013,"SC",120.149711006667
2014,"SC",124.984327325
2015,"SC",131.674317444167
2016,"SC",138.386868841667
2017,"SC",146.613404944167
2018,"SC",156.135217005
2019,"SC",163.871224744167
2020,"SC",175.728620625833
2021,"SC",202.71806716
1975,"SD",35.2556900439167
1976,"SD",36.8730590094167
1977,"SD",40.5002797790833
1978,"SD",45.4505176753333
1979,"SD",47.1830634005833
1980,"SD",50.6290724504167
1981,"SD",47.9175418353333
1982,"SD",49.1241484585833
1983,"SD",51.5148949585833
1984,"SD",56.7696104824167
1985,"SD",56.9218691306667
1986,"SD",57.1398454626667
1987,"SD",58.8724537815833
1988,"SD",58.034323643
1989,"SD",59.5885460915
1990,"SD",62.38358808975
1991,"SD",64.8193365036667
1992,"SD",68.2141454178333
1993,"SD",72.78120510275
1994,"SD",78.491686829
1995,"SD",81.3869092623333
1996,"SD",84.4181048938333
1997,"SD",87.3178247343333
1998,"SD",89.8045971250833
1999,"SD",94.1580255069167
2000,"SD",98.6733334980833
2001,"SD",102.034659811667
2002,"SD",106.3681694875
2003,"SD",111.213616134167
2004,"SD",116.868041514167
2005,"SD",122.673197330833
2006,"SD",128.988891945833
2007,"SD",132.863909916667
2008,"SD",134.90254462
2009,"SD",133.712158700833
2010,"SD",133.988542278333
2011,"SD",133.384078105
2012,"SD",135.6835592175
2013,"SD",142.71139361
2014,"SD",147.7106206375
2015,"SD",154.261689143333
2016,"SD",160.772429965
2017,"SD",167.54557171
2018,"SD",176.408483859167
2019,"SD",183.773629414167
2020,"SD",195.123973538333
2021,"SD",222.528768221111
1975,"TN",32.81548344625
1976,"TN",34.7066740674167
1977,"TN",37.42450585525
1978,"TN",41.00355640125
1979,"TN",44.0920677635833
1980,"TN",46.8159175739167
